,dom_strat,inc_cost,inc_eff
290,"Q1Y, Start age: 25",0.08340319520092265,2491.4471021480495
291,"Q1Y, Start age: 25",0.07174196045576053,5979.921390847085
292,"Q1Y, Start age: 25",0.08922594729498812,3911.5704989568803
293,"Q1Y, Start age: 25",0.06540537436818283,6492.558232749427
294,"Q1Y, Start age: 25",0.0860251282761837,5109.96952036141
295,"Q1Y, Start age: 25",0.0784667813889861,7840.154093265883
296,"Q2Y, Start age: 25",0.07915739823897638,1932.5764463650994
297,"Q1Y, Start age: 25",0.08431624435666762,4703.854309650935
298,"Q1Y, Start age: 25",0.05497473856339141,4243.562873180366
299,"Q1Y, Start age: 25",0.0476555220082453,3212.934195844744
300,"Q1Y, Start age: 25",0.1014730743571235,7756.538831871887
301,"Q2Y, Start age: 25",0.07810155107039662,2212.4491995016106
302,"Q2Y, Start age: 25",0.080856514388703,2304.7608452576824
303,"Q1Y, Start age: 25",0.0868316193109635,2906.8772126976146
304,"Q1Y, Start age: 25",0.07411482308913264,6651.893714437596
305,"Q2Y, Start age: 25",0.05854378374912628,1711.059933690125
306,"Q1Y, Start age: 25",0.09313672414844021,2025.5141806565916
307,"Q2Y, Start age: 25",0.06416084161530122,3663.2893137306237
308,"Q1Y, Start age: 25",0.06266339707232049,5424.435583511011
309,"Q1Y, Start age: 25",0.0479023773997902,1369.2639435721176
310,"Q1Y, Start age: 25",0.050055164066876046,4675.349551521129
311,"Q1Y, Start age: 25",0.08670614451663639,3873.300148968465
312,"Q1Y, Start age: 25",0.07392971396695813,2044.756425152289
313,"Q1Y, Start age: 25",0.06128868854812808,894.7153727314108
314,"Q1Y, Start age: 25",0.09107459511775318,4800.316248106203
315,"Q1Y, Start age: 25",0.0940167421027347,8310.920897843276
316,"Q1Y, Start age: 25",0.0750432381277939,4323.585464972784
317,"Q2Y, Start age: 25",0.053355061494642086,1935.2432414234681
318,"Q2Y, Start age: 30",0.05,0.0
319,"Q1Y, Start age: 25",0.06446244776943999,1014.2371127925653
320,"Q1Y, Start age: 25",0.05777831995579419,5256.199823954976
321,"Q1Y, Start age: 25",0.08421207507894835,7911.896225552118
322,"Q1Y, Start age: 25",0.09754780506193228,8561.0562111061
323,"Q2Y, Start age: 25",0.058626362448642055,2406.065436844481
324,"Q1Y, Start age: 25",0.07229599335959591,5584.885916045565
325,"Q1Y, Start age: 25",0.09240964164844456,4016.410825715502
326,"Q1Y, Start age: 25",0.08067906993144192,5549.264967497151
327,"Q1Y, Start age: 25",0.07475847992277806,2993.836508434677
328,"Q3Y, Start age: 35",0.05,0.0
329,"Q2Y, Start age: 25",0.06550183225696671,2127.44039882773
330,"Q1Y, Start age: 25",0.07114265115133733,4341.302105717568
331,"Q1Y, Start age: 25",0.0599197879813147,2328.42401288815
332,"Q1Y, Start age: 25",0.05040069531929703,4796.129180043579
333,"Q2Y, Start age: 25",0.047775318361271246,2788.0898416407217
334,"Q2Y, Start age: 25",0.05867790277877205,2042.7172535674763
335,"Q1Y, Start age: 25",0.09033718583203765,4806.0296142280495
336,"Q1Y, Start age: 25",0.06334363705526158,3966.066095523034
337,"Q1Y, Start age: 25",0.07575969331198351,6799.339008198604
338,"Q2Y, Start age: 25",0.07000569773268595,1941.7424867104564
339,"Q1Y, Start age: 25",0.12280215054639143,4938.086340646059
340,"Q1Y, Start age: 25",0.08357553659452677,5586.514857421582
341,"Q2Y, Start age: 25",0.09290168014469558,4355.90548415004
342,"Q1Y, Start age: 25",0.08938452602024327,4527.770590781471
343,"Q1Y, Start age: 25",0.047874111034463596,1979.1821429092633
344,"Q1Y, Start age: 25",0.057062229936551745,2851.915239175807
345,"Q1Y, Start age: 25",0.08289198771702644,4921.452419117202
346,"Q1Y, Start age: 25",0.07667618663473874,5483.695355199579
347,"Q1Y, Start age: 25",0.055657542664302895,2836.539985431289
348,"Q1Y, Start age: 25",0.07147147273366627,3162.130235065237
349,"Q1Y, Start age: 25",0.08742782487272649,5419.889423609442
350,"Q2Y, Start age: 25",0.13199835818275218,7600.562172835282
351,"Q1Y, Start age: 25",0.03983427452823207,2562.147460648077
352,"Q1Y, Start age: 25",0.0703658577313,4979.030219601802
353,"Q1Y, Start age: 25",0.07764865507008878,7527.444725123918
354,"Q2Y, Start age: 25",0.07910471692709464,2049.9127214081564
355,"Q1Y, Start age: 25",0.0669542115814572,4370.513480229289
356,"Q1Y, Start age: 25",0.07198806005259328,4199.748578136518
357,"Q1Y, Start age: 25",0.09840652089272695,5268.529689692143
358,"Q1Y, Start age: 25",0.0965137904589497,7519.000111370442
359,"Q2Y, Start age: 25",0.10012053155711698,7234.7262566351965
360,"Q1Y, Start age: 25",0.09555708013093778,4434.234430580516
361,"Q1Y, Start age: 25",0.07192963266000163,1905.3854723960358
362,"Q2Y, Start age: 25",0.079644275395232,2092.676156777048
363,"Q2Y, Start age: 25",0.05739198562774206,2128.220236151232
364,"Q2Y, Start age: 25",0.06215763200365387,2121.84687678951
365,"Q2Y, Start age: 25",0.0596670317168595,3211.450096364075
366,"Q1Y, Start age: 25",0.09622276425496068,3735.8328543287607
367,"Q1Y, Start age: 25",0.06260842150316392,2162.891357200795
368,"Q1Y, Start age: 25",0.06339776270872122,3560.772700082347
369,"Q1Y, Start age: 25",0.08286335652898558,5493.522100252034
370,"Q1Y, Start age: 25",0.07339433433685727,6599.238241632698
371,"Q1Y, Start age: 25",0.08276361578482039,1765.4891742493528
372,"Q1Y, Start age: 25",0.11289089409119413,5509.673099547166
373,"Q1Y, Start age: 25",0.09849687915768257,4833.663949633083
374,"Q1Y, Start age: 25",0.08212687588554957,5314.052501477232
375,"Q2Y, Start age: 30",0.05,0.0
376,"Q1Y, Start age: 25",0.06195536437467908,3063.424919188641
377,"Q1Y, Start age: 25",0.07151478283754642,4371.974136127814
378,"Q1Y, Start age: 25",0.08729183936663176,5638.60685224838
379,"Q1Y, Start age: 25",0.08630368652461229,6530.83444760241
380,"Q2Y, Start age: 25",0.08517788823475314,2029.2824118055942
381,"Q1Y, Start age: 25",0.10284436882121284,2633.2039057916772
382,"Q1Y, Start age: 25",0.0658105897825152,863.9927253892674
383,"Q1Y, Start age: 25",0.09170291596453595,5316.071087450917
384,"Q1Y, Start age: 25",0.09474949313692349,5902.210693467787
385,"Q2Y, Start age: 25",0.2672502361725577,9596.919706347384
386,"Q1Y, Start age: 25",0.06343669192809998,3623.690089341326
387,"Q1Y, Start age: 25",0.06824866354222792,4884.803190589908
388,"Q1Y, Start age: 25",0.06516252497423736,2930.82143728116
389,"Q2Y, Start age: 25",0.0649586022594093,1241.3717893418361
390,"Q2Y, Start age: 25",0.06881208299335739,1706.985447673629
391,"Q1Y, Start age: 25",0.09448732504803914,4236.91838270237
392,"Q1Y, Start age: 25",0.07509224406103598,7496.8845161113495
393,"Q1Y, Start age: 25",0.0726775206543806,4089.3565139384154
394,"Q1Y, Start age: 25",0.0933768902805241,4831.806860085464
395,"Q1Y, Start age: 25",0.07537387627933612,3892.2540053642515
396,"Q1Y, Start age: 25",0.048586177425892885,4741.612294067203
397,"Q2Y, Start age: 25",0.056083923024001336,1956.1850257785482
398,"Q2Y, Start age: 25",0.08517558711720596,2434.7777232136214
399,"Q1Y, Start age: 25",0.05457845319857668,4262.465490493378
400,"Q2Y, Start age: 25",0.1037685819555314,4019.2315084800975
401,"Q1Y, Start age: 25",0.08269426363731114,6208.525080058847
402,"Q1Y, Start age: 25",0.09917645769440142,4851.363794718833
403,"Q1Y, Start age: 25",0.09903636108651526,5838.074846247291
404,"Q2Y, Start age: 25",0.15986616986930002,5785.399545097491
405,"Q1Y, Start age: 25",0.0687636032938812,4863.504137191809
406,"Q2Y, Start age: 25",0.06572131064832476,2199.530509663604
407,"Q1Y, Start age: 25",0.07200017981451623,1596.4156853989916
408,"Q1Y, Start age: 25",0.09554056313637815,5134.994435734199
409,"Q1Y, Start age: 25",0.08124981239029339,3441.598976488269
410,"Q1Y, Start age: 25",0.17657822881729857,17107.244342551192
411,"Q1Y, Start age: 25",0.10446526693812785,7471.495342681505
412,"Q1Y, Start age: 25",0.04736165903960554,1775.1381505992576
413,"Q1Y, Start age: 25",0.09160850018992406,7779.614838863843
414,"Q1Y, Start age: 25",0.06621896789789616,1570.218231259998
415,"Q2Y, Start age: 30",0.042938649447364696,1431.871035096854
416,"Q2Y, Start age: 25",0.1621198008284921,5692.520700032583
417,"Q2Y, Start age: 25",0.07099750863107701,2380.177804259649
418,"Q1Y, Start age: 25",0.07823366693826372,3558.4485216359462
419,"Q1Y, Start age: 25",0.06014640464533372,1538.9255664215707
